Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6477-1,2016-11-03,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,High,Artisan 48 Labels,technology,Small Box,Regular Air,2016-11-04,3.84,6.3,2.46,1.0,220.5,4.0,6.62,213.89,0.5,214.39
6478-1,2016-11-22,Becky Pak,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,Critical,"Steady Colorific Colored Pencils, 12/Box",office supplies,Small Box,Regular Air,2016-11-27,1.3,2.88,1.58,34.0,56.8,9.0,5.11,51.69,1.01,53.09
6479-1,2016-02-13,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Low,"Angle-D Binders with Locking Rings, Label Holders",office supplies,Small Box,Regular Air,2016-02-16,4.53,7.3,2.77,9.0,293.96,3.0,25.95,264.03,7.72,276.25
6479-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Smiths Metal Binder Clips,office supplies,Wrap Bag,Express Air,2015-09-11,1.6,2.62,1.02,30.0,283.84,3.0,22.91,258.31,0.8,265.92
6479-1,2016-05-02,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hanging File Binders,office supplies,Small Box,Regular Air,2016-05-03,3.65,5.98,2.33,1.0,242.16,0.0,26.25,255.86,1.49,265.37
6479-1,2015-07-18,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Wirebound Voice Message Log Book,technology,Small Box,Regular Air,2015-07-19,2.9,4.76,1.86,39.0,16.79,0.0,1.66,17.48,0.88,17.68
6481-1,2016-06-03,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Steady Liquid Accent Tank-Style Highlighters,office supplies,Small Box,Express Air,2016-06-04,1.31,2.84,1.53,27.0,200.74,5.0,2.02,103.62,0.93,197.32
6481-1,2016-10-21,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Smiths File Caddy,office supplies,Small Box,Regular Air,2016-10-23,4.03,9.38,5.35,8.0,204.74,8.0,8.04,216.3,7.28,234.09
6481-1,2016-01-28,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths Metal Binder Clips,office supplies,Small Box,Express Air,2016-01-29,1.6,2.62,1.02,18.0,119.24,9.0,9.34,101.62,0.8,107.24
6482-1,2016-11-08,Carol Triggs,"105 Pitt St,Sydney",Sydney,NSW,Corporate,Charlie Bui,High,"Creator Anti Dust Chalk, 12/Pack",furniture,Small Pack,Regular Air,2016-11-10,1.09,1.82,0.73,1.0,72.8,10.0,3.64,69.16,1.0,70.16
6482-1,2016-12-10,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Hanging File Binders,office supplies,Wrap Bag,Regular Air,2016-12-14,3.65,5.98,2.33,47.0,144.5,10.0,1.48,144.62,1.49,149.62
6482-1,2016-11-09,Cassandra Brandow,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Critical,"Creator Anti Dust Chalk, 12/Pack",office supplies,Small Box,Express Air,2016-11-03,1.09,1.82,0.73,8.0,72.8,4.0,3.64,69.16,1.0,70.16
6482-1,2016-11-08,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Creator Anti Dust Chalk, 12/Pack",office supplies,Wrap Bag,Regular Air,2016-11-11,1.09,1.82,0.73,36.0,72.8,9.0,3.64,69.16,1.0,70.16
6483-1,2015-11-17,Beth Fritzler,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Binder Posts,office supplies,Wrap Bag,Regular Air,2015-11-19,3.5,5.74,2.24,27.0,46.6,7.0,4.6,49.24,5.01,49.03
6485-1,2016-07-25,Carlo Monton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Artisan Hanging File Binders,technology,Jumbo Drum,Delivery Truck,2016-07-27,3.65,5.98,2.33,35.0,225.6,8.0,2.29,213.51,1.49,221.52
6485-1,2016-10-31,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Steady Major Accent Highlighters,technology,Small Box,Regular Air,2016-11-03,3.75,7.08,3.33,36.0,205.91,0.0,13.38,193.93,2.35,193.34
6485-1,2016-09-14,Nathan Gelder,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Col-Erase Pencils with Erasers,office supplies,Small Box,Regular Air,2016-09-16,2.68,6.08,3.4,21.0,861.12,3.0,26.25,705.39,1.17,713.38
6486-1,2016-11-17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Regular Air,2016-11-19,4.46,10.89,6.43,21.0,781.08,5.0,70.3,710.88,4.5,723.17
6486-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Smiths SlimLine Pencil Sharpener,office supplies,Small Box,Regular Air,2016-07-02,4.79,11.97,7.18,11.0,205.22,4.0,6.04,199.16,5.81,201.02
6487-1,2016-11-08,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Smiths File Caddy,office supplies,Wrap Bag,Regular Air,2016-11-08,4.03,9.38,5.35,43.0,307.6,1.0,20.36,305.06,7.28,305.06
6488-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Major Accent Highlighters,office supplies,Small Box,Regular Air,2016-06-14,3.75,7.08,3.33,19.0,221.6,0.0,2.24,221.56,2.35,226.66
6490-1,2015-11-11,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Low,Steady Liquid Accent Tank-Style Highlighters,office supplies,Small Box,Regular Air,2015-11-13,1.31,2.84,1.53,41.0,123.52,4.0,3.15,123.73,0.93,126.93
6493-1,2016-06-20,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Binder Posts,office supplies,Small Pack,Regular Air,2016-06-20,3.5,5.74,2.24,22.0,78.6,10.0,3.93,74.97,5.01,75.68
6493-1,2016-11-22,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Smiths Bulldog Clip,technology,Small Box,Regular Air,2016-11-24,2.31,3.78,1.47,28.0,56.8,4.0,5.11,51.69,0.71,53.08
6493-1,2015-05-19,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Smiths Paper Clips,furniture,Small Pack,Regular Air,2015-05-20,1.53,2.47,0.94,21.0,30.62,3.0,2.03,182.53,1.02,184.98
6493-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"OIC Colored Binder Clips, Assorted Sizes",office supplies,Small Box,Regular Air,2016-11-16,2.29,3.58,1.29,41.0,114.56,8.0,10.31,104.25,1.63,105.88
6494-1,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,"Alto Parchment Paper, Assorted Colors",office supplies,Wrap Bag,Regular Air,2016-09-27,4.59,7.28,2.69,38.0,559.48,2.0,35.33,511.39,11.15,532.69
6495-1,2016-08-24,Jasper Cacioppo,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Not Specified,Office Shears by Apex,furniture,Large Box,Regular Air,2016-09-02,0.94,2.08,1.14,35.0,67.92,1.0,7.34,61.66,2.56,68.46
6495-1,2013-07-24,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Hi-Liter Smear-Safe Highlighters,office supplies,Small Box,Regular Air,2013-07-26,2.98,5.84,2.86,43.0,92.36,8.0,3.87,98.76,0.83,92.83
6495-1,2016-05-19,Hunter Glantz,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,OIC Bulk Pack Metal Binder Clips,office supplies,Wrap Bag,Regular Air,2016-05-20,3.95,6.08,2.13,15.0,81.35,0.0,4.65,74.93,1.82,75.28
6495-1,2016-07-03,Philip Fox,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Office Shears by Apex,office supplies,Small Box,Regular Air,2016-07-05,0.94,2.08,1.14,40.0,90.56,0.0,7.24,88.36,2.56,88.36
6495-1,2015-05-10,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,1726 Digital Answering Machine,office supplies,Small Box,Regular Air,2015-05-15,8.82,20.99,12.17,22.0,504.8,2.0,200.79,480.48,4.81,482.37
6496-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Regular Air,2016-09-16,4.46,10.89,6.43,34.0,781.08,7.0,70.3,710.78,4.5,723.17
6496-1,2016-11-17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,Preston Senome,Low,Brown Kraft Recycled Envelopes,office supplies,Small Box,Regular Air,2016-11-19,11.04,16.98,5.94,9.0,781.08,3.0,70.3,710.78,12.39,723.17
6496-1,2015-08-31,Henny Holldon,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Medium,"Angle-D Binders with Locking Rings, Label Holders",furniture,Small Pack,Regular Air,2015-08-01,4.53,7.3,2.77,41.0,639.36,6.0,40.76,691.56,7.72,628.37
6496-1,2016-12-25,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Smiths Bulldog Clip,technology,Jumbo Drum,Delivery Truck,2016-12-26,2.31,3.78,1.47,49.0,116.2,9.0,0.0,116.2,0.71,116.98
6496-1,2016-11-17,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Brown Kraft Recycled Envelopes,office supplies,Small Box,Express Air,2016-11-19,11.04,16.98,5.94,47.0,781.08,10.0,70.3,710.78,12.39,723.17
6497-1,2016-11-20,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,Artisan Binder Labels,technology,Small Box,Regular Air,2016-11-21,2.45,3.89,1.44,5.0,39.0,3.0,2.34,36.66,7.01,38.29
6497-1,2016-12-14,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 479 Labels,office supplies,Wrap Bag,Regular Air,2016-12-17,1.59,2.61,1.02,10.0,39.0,8.0,2.34,36.66,0.5,38.29
6497-1,2015-11-10,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Xit Blank Computer Paper,office supplies,Small Box,Regular Air,2015-11-10,12.39,19.98,7.59,13.0,889.98,3.0,71.0,85.0,5.77,857.91
6497-1,2016-12-28,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,Medium,Apex Box Cutter Scissors,office supplies,Small Box,Regular Air,2016-12-29,4.19,10.23,6.04,24.0,426.71,6.0,41.06,490.24,4.68,403.03
6497-1,2015-12-09,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",office supplies,Small Box,Express Air,2015-12-10,4.48,8.14,3.66,3.0,39.0,0.0,2.94,36.66,3.12,38.29
6497-1,2016-11-09,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Brown Kraft Recycled Envelopes,office supplies,Small Box,Regular Air,2016-11-11,11.04,16.98,5.94,38.0,800.98,0.0,32.25,725.84,12.39,723.76
6497-1,2015-09-16,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Legal 4-Ring Binder,office supplies,Small Box,Regular Air,2015-09-21,13.64,20.98,7.34,34.0,459.96,6.0,4.6,415.3,1.49,485.39
6499-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,Medium,Wirebound Voice Message Log Book,furniture,Small Pack,Regular Air,2016-07-07,2.9,4.76,1.86,18.0,128.88,4.0,5.16,123.72,0.88,129.19
6499-1,2016-10-31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Major Accent Highlighters,furniture,Large Box,Regular Air,2016-11-01,3.75,7.08,3.33,17.0,205.32,0.0,14.37,190.95,2.35,193.3
6499-1,2016-10-31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Major Accent Highlighters,technology,Medium Box,Express Air,2016-11-01,3.75,7.08,3.33,18.0,205.32,0.0,14.37,190.95,2.35,193.3
6499-1,2014-12-26,Greg Guthrie,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Critical,Artisan 487 Labels,office supplies,Wrap Bag,Regular Air,2014-12-29,2.29,3.69,1.4,33.0,238.56,3.0,11.93,226.63,0.5,228.52
6499-1,2016-10-14,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Major Accent Highlighters,office supplies,Small Box,Regular Air,2016-10-17,3.75,7.08,3.33,18.0,205.32,6.0,14.37,190.95,2.35,193.3
6499-1,2016-01-28,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,High,Steady Major Accent Highlighters,office supplies,Small Box,Regular Air,2016-01-29,3.75,7.08,3.33,10.0,295.36,1.0,16.92,262.04,2.35,266.85
6499-1,2016-10-31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,High,Steady Major Accent Highlighters,office supplies,Small Box,Regular Air,2016-11-01,3.75,7.08,3.33,30.0,205.32,9.0,14.47,190.95,2.35,193.3
6499-1,2016-11-23,Justin Kanez,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Not Specified,Steady Major Accent Highlighters,furniture,Small Pack,Regular Air,2016-11-25,3.75,7.08,3.33,8.0,205.32,10.0,14.37,190.95,2.35,193.3
6500-1,2016-12-04,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,High,3Max Organizer Strips,office supplies,Small Box,Regular Air,2016-12-05,3.4,5.4,2.0,42.0,5.4,10.0,0.0,5.4,7.78,13.18
6500-1,2014-10-17,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,3Max Organizer Strips,office supplies,Small Box,Regular Air,2014-10-19,3.4,5.4,2.0,4.0,5.4,7.0,0.0,5.4,7.78,13.18
6501-1,2015-01-22,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Critical,Apex Straight Scissors,office supplies,Small Box,Regular Air,2015-01-23,5.19,12.98,7.79,32.0,191.5,6.0,54.95,175.29,3.14,176.25
6501-1,2015-07-27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Round Ring Poly Binders,office supplies,Small Box,Regular Air,2015-07-31,1.82,2.84,1.02,43.0,36.5,8.0,2.91,34.43,5.44,35.91
6502-1,2016-11-26,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Critical,Artisan 474 Labels,technology,Medium Box,Regular Air,2016-11-30,1.84,2.88,1.04,8.0,17.28,9.0,1.04,16.24,0.99,17.23
6502-1,2016-07-02,Bebery Jackso,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Low,Artisan 474 Labels,office supplies,Wrap Bag,Regular Air,2016-07-03,1.84,2.88,1.04,35.0,45.0,7.0,2.65,43.59,0.99,43.28
6502-1,2016-11-26,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan 474 Labels,office supplies,Small Pack,Regular Air,2016-11-30,1.84,2.88,1.04,14.0,17.28,0.0,1.04,16.24,0.99,17.23
6502-1,2016-11-26,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,Artisan 474 Labels,office supplies,Small Box,Regular Air,2016-11-30,1.84,2.88,1.04,24.0,17.28,6.0,1.04,16.24,0.99,17.23
6502-1,2016-11-26,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,Artisan 474 Labels,office supplies,Wrap Bag,Regular Air,2016-11-28,1.84,2.88,1.04,15.0,17.28,3.0,1.04,16.24,0.99,17.23
6502-1,2016-11-26,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan 479 Labels,office supplies,Small Pack,Express Air,2016-11-28,1.59,2.61,1.02,35.0,17.28,2.0,1.04,16.24,0.5,17.23
6502-1,2016-12-10,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 479 Labels,office supplies,Wrap Bag,Regular Air,2016-12-15,1.59,2.61,1.02,25.0,36.72,10.0,1.7,35.24,0.5,37.41
6502-1,2016-11-26,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Artisan 474 Labels,office supplies,Wrap Bag,Regular Air,2016-11-30,1.84,2.88,1.04,40.0,17.28,3.0,1.04,16.24,0.99,17.23
6502-1,2015-05-19,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,High,Artisan 473 Labels,technology,Small Box,Regular Air,2015-05-20,1.84,2.88,1.04,27.0,41.38,0.0,2.49,38.73,0.99,39.13
6502-1,2016-11-26,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Low,Artisan 478 Labels,technology,Small Box,Regular Air,2016-11-28,3.14,4.91,1.77,17.0,17.28,9.0,1.04,16.24,0.5,17.23
6503-1,2016-10-28,Logan Haushalter,"503 Dicklex St,St Kilda",Sydney,NSW,Corporate,Aanya Zhang,High,Assorted Color Push Pins,office supplies,Small Box,Regular Air,2016-10-30,0.87,1.81,0.94,43.0,31.28,8.0,1.55,30.63,0.75,31.38
6503-1,2016-03-21,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Steady Liquid Accent Tank-Style Highlighters,office supplies,Wrap Bag,Regular Air,2016-03-22,1.31,2.84,1.53,38.0,32.58,2.0,1.95,30.63,0.93,31.38
6504-1,2016-04-23,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Artisan Flip-Chart Easel Binder, Black",office supplies,Small Box,Regular Air,2016-04-30,13.88,22.38,8.5,37.0,594.1,9.0,29.21,575.4,15.1,558.08
6504-1,2016-01-29,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Artisan 479 Labels,office supplies,Wrap Bag,Regular Air,2016-01-31,1.59,2.61,1.02,43.0,17.65,3.0,0.0,17.44,0.5,15.93
6504-1,2017-01-24,Ken Heidel,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,High,Wirebound Voice Message Log Book,technology,Large Box,Regular Air,2017-01-26,2.9,4.76,1.86,20.0,106.58,7.0,10.69,98.07,0.88,98.62
6505-1,2016-11-28,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Artisan 479 Labels,office supplies,Small Pack,Regular Air,2016-11-29,1.59,2.61,1.02,45.0,55.44,2.0,1.11,54.31,0.5,55.62
6506-1,2016-11-28,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Low,Artisan 481 Labels,office supplies,Wrap Bag,Regular Air,2016-11-29,1.94,3.08,1.14,40.0,55.44,1.0,1.11,54.33,0.99,55.32
6506-1,2015-07-27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Airmail Envelopes,office supplies,Small Box,Regular Air,2015-08-01,52.04,83.93,31.89,48.0,359.64,4.0,14.59,315.63,19.99,131.93
6506-1,2016-11-28,Matthew Grinstein,"103 Pitt St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Artisan 481 Labels,office supplies,Wrap Bag,Regular Air,2016-11-29,1.94,3.08,1.14,11.0,55.44,1.0,1.11,54.33,0.99,55.32
6506-1,2016-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Legal 4-Ring Binder,technology,Jumbo Drum,Delivery Truck,2016-09-20,13.64,20.98,7.34,3.0,579.32,6.0,38.73,548.61,1.49,558.32
6507-1,2016-11-29,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,Colored Envelopes,office supplies,Wrap Bag,Regular Air,2016-11-30,2.25,3.69,1.44,47.0,297.92,10.0,23.83,274.09,2.5,275.26
6507-1,2016-02-10,Roy Skaria,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Low,"DrawIt Colored Pencils, 48-Color Set",office supplies,Small Box,Regular Air,2016-02-11,21.56,36.55,14.99,5.0,352.78,7.0,9.62,323.71,13.89,334.96
6507-1,2015-08-02,Nora Pelletier,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan 478 Labels,office supplies,Small Pack,Regular Air,2015-08-04,3.14,4.91,1.77,8.0,19.28,3.0,0.58,16.29,0.5,17.28
6507-1,2016-05-30,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,"DrawIt Colored Pencils, 48-Color Set",technology,Small Box,Regular Air,2016-05-30,21.56,36.55,14.99,46.0,584.48,4.0,59.41,541.15,13.89,555.25
6509-1,2016-09-25,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,"Alto Parchment Paper, Assorted Colors",office supplies,Small Box,Regular Air,2016-09-26,4.59,7.28,2.69,13.0,631.36,4.0,38.73,620.09,11.15,615.32
6511-1,2016-12-04,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Critical,Beekin 105-Key Black Keyboard,office supplies,Small Box,Regular Air,2016-12-05,6.39,19.98,13.59,46.0,579.42,4.0,34.77,544.65,4.0,548.65
6511-1,2016-12-04,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,Beekin 105-Key Black Keyboard,office supplies,Small Pack,Express Air,2016-12-05,6.39,19.98,13.59,35.0,579.42,2.0,34.77,544.65,4.0,548.65
6511-1,2016-06-20,Lyna Chang,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Pizazz Dustless Chalk Sticks,office supplies,Small Box,Regular Air,2016-06-22,1.09,1.68,0.59,19.0,74.6,9.0,3.43,76.3,1.0,76.43
6511-1,2016-03-07,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Binder Labels,office supplies,Wrap Bag,Regular Air,2016-03-08,2.45,3.89,1.44,28.0,105.64,0.0,10.35,190.57,7.01,190.48
6512-1,2016-08-24,Lindsay Shagiari,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Low,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighter, Yellow Ink",office supplies,Small Box,Regular Air,2016-08-24,1.05,1.95,0.9,13.0,119.86,9.0,11.69,118.21,1.63,116.63
6512-1,2016-09-26,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,High,Apex Straight Scissors,office supplies,Wrap Bag,Regular Air,2016-09-28,5.19,12.98,7.79,33.0,403.34,5.0,50.74,373.25,3.14,398.53
6512-1,2014-10-01,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Apex Office Executive Series Stainless Steel Trimmers,office supplies,Wrap Bag,Regular Air,2014-10-03,3.51,8.57,5.06,30.0,288.3,3.0,20.24,263.32,6.14,266.33
6512-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Apex Box Cutter Scissors,office supplies,Wrap Bag,Regular Air,2016-12-19,4.19,10.23,6.04,38.0,194.37,2.0,9.72,184.65,4.68,189.35
6512-1,2016-04-13,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Artisan 479 Labels,office supplies,Wrap Bag,Regular Air,2016-04-15,1.59,2.61,1.02,6.0,63.0,1.0,5.44,59.61,0.5,60.41
6512-1,2016-12-05,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Barrel Sharpener,furniture,Large Box,Regular Air,2016-12-07,1.46,3.57,2.11,20.0,35.7,5.0,0.36,35.34,4.17,39.51
6514-1,2016-11-26,Erin Ashbrook,"73 York St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Smiths General Use 3-Ring Binders,office supplies,Wrap Bag,Regular Air,2016-11-30,1.18,1.88,0.7,24.0,5.4,7.0,0.0,5.4,1.49,13.1
6515-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Not Specified,"Alto Parchment Paper, Assorted Colors",office supplies,Small Box,Regular Air,2015-03-06,4.59,7.28,2.69,14.0,130.55,9.0,1.31,129.24,11.15,130.4
